tick_index  elapsed_minutes   item_name           batch_size_decided
4473        22365             wood                1
4473        22365             ribbon              1
4473        22365             needles             1
4474        22370             string              1
4474        22370             wood                1
4475        22375             string              1
4475        22375             wood                1
4476        22380             bronze              1
4476        22380             metal               1
4476        22380             string              1
4476        22380             wood                1
4476        22380             ribbon              1
4477        22385             string              1
4477        22385             wood                1
4478        22390             string              1
4478        22390             wood                1
4479        22395             metal               1
4479        22395             string              1
4479        22395             wood                1
4479        22395             ribbon              1
4479        22395             sparkles            1
4480        22400             string              1
4480        22400             wood                1
4481        22405             string              1
4481        22405             wood                1
4482        22410             bronze              1
4482        22410             metal               1
4482        22410             string              1
4482        22410             wood                1
4482        22410             ribbon              1
4483        22415             string              1
4483        22415             wood                1
4484        22420             string              1
4484        22420             wood                1
4485        22425             metal               1
4485        22425             string              1
4485        22425             wood                1
4485        22425             ribbon              1
4485        22425             needles             1
4486        22430             string              1
4486        22430             wood                1
4487        22435             string              1
4487        22435             wood                1
4488        22440             bronze              1
4488        22440             metal               1
4488        22440             string              1
4488        22440             wood                1
4488        22440             ribbon              1
4489        22445             string              1
4489        22445             wood                1
4490        22450             string              1
4490        22450             wood                1
4491        22455             metal               1
4491        22455             string              1
4491        22455             wood                1
4491        22455             ribbon              1
4492        22460             string              1
4492        22460             wood                1
4493        22465             string              1
4493        22465             wood                1
4494        22470             bronze              1
4494        22470             metal               1
4494        22470             string              1
4494        22470             wood                1
4494        22470             ribbon              1
4495        22475             string              1
4495        22475             wood                1
4496        22480             string              1
4496        22480             wood                1
4497        22485             metal               1
4497        22485             string              1
4497        22485             wood                1
4497        22485             ribbon              1
4497        22485             needles             1
4498        22490             string              1
4498        22490             wood                1
4499        22495             string              1
4499        22495             wood                1
4500        22500             bronze              1
4500        22500             metal               1
4500        22500             string              1
4500        22500             wood                1
4500        22500             ribbon              1
4501        22505             string              1
4501        22505             wood                1
4502        22510             string              1
4502        22510             wood                1
4503        22515             metal               1
4503        22515             string              1
4503        22515             wood                1
4503        22515             ribbon              1
4503        22515             sparkles            1
4504        22520             string              1
4504        22520             wood                1
4505        22525             string              1
4505        22525             wood                1
4506        22530             bronze              1
4506        22530             metal               1
4506        22530             string              1
4506        22530             wood                1
4506        22530             ribbon              1
4507        22535             string              1
4507        22535             wood                1
4508        22540             string              1
4508        22540             wood                1
4509        22545             metal               1
4509        22545             string              1
4509        22545             wood                1
4509        22545             ribbon              1
4509        22545             needles             1
4510        22550             string              1
4510        22550             wood                1
4511        22555             string              1
4511        22555             wood                1
4512        22560             bronze              1
4512        22560             metal               1
4512        22560             string              1
4512        22560             wood                1
4512        22560             ribbon              1
4513        22565             string              1
4513        22565             wood                1
4514        22570             string              1
4514        22570             wood                1
4515        22575             metal               1
4515        22575             string              1
4515        22575             wood                1
4515        22575             ribbon              1
4516        22580             string              1
4516        22580             wood                1
4517        22585             string              1
4517        22585             wood                1
4518        22590             bronze              1
4518        22590             metal               1
4518        22590             string              1
4518        22590             wood                1
4518        22590             ribbon              1
4519        22595             string              1
4519        22595             wood                1
4520        22600             string              1
4520        22600             wood                1
4521        22605             metal               1
4521        22605             string              1
4521        22605             wood                1
4521        22605             ribbon              1
4521        22605             needles             1
4522        22610             string              1
4522        22610             wood                1
4523        22615             string              1
4523        22615             wood                1
4524        22620             bronze              1
4524        22620             metal               1
4524        22620             string              1
4524        22620             wood                1
4524        22620             ribbon              1
4525        22625             string              1
4525        22625             wood                1
4526        22630             string              1
4526        22630             wood                1
4527        22635             metal               1
4527        22635             string              1
4527        22635             wood                1
4527        22635             ribbon              1
4527        22635             sparkles            1
4528        22640             string              1
4528        22640             wood                1
4529        22645             string              1
4529        22645             wood                1
4530        22650             bronze              1
4530        22650             metal               1
4530        22650             string              1
4530        22650             wood                1
4530        22650             ribbon              1
4531        22655             string              1
4531        22655             wood                1
4532        22660             string              1
4532        22660             wood                1
4533        22665             metal               1
4533        22665             string              1
4533        22665             wood                1
4533        22665             ribbon              1
4533        22665             needles             1
4534        22670             string              1
4534        22670             wood                1
4535        22675             string              1
4535        22675             wood                1
4536        22680             bronze              1
4536        22680             metal               1
4536        22680             string              1
4536        22680             wood                1
4536        22680             ribbon              1
4537        22685             string              1
4537        22685             wood                1
4538        22690             string              1
4538        22690             wood                1
4539        22695             metal               1
4539        22695             string              1
4539        22695             wood                1
4539        22695             ribbon              1
4540        22700             string              1
4540        22700             wood                1
4541        22705             string              1
4541        22705             wood                1
4542        22710             bronze              1
4542        22710             metal               1
4542        22710             string              1
4542        22710             wood                1
4542        22710             ribbon              1
4543        22715             string              1
4543        22715             wood                1
4544        22720             string              1
4544        22720             wood                1
4545        22725             metal               1
4545        22725             string              1
4545        22725             wood                1
4545        22725             ribbon              1
4545        22725             needles             1
4546        22730             string              1
4546        22730             wood                1
4547        22735             string              1
4547        22735             wood                1
4548        22740             bronze              1
4548        22740             metal               1
4548        22740             string              1
4548        22740             wood                1
4548        22740             ribbon              1
4549        22745             string              1
4549        22745             wood                1
4550        22750             string              1
4550        22750             wood                1
4551        22755             metal               1
4551        22755             string              1
4551        22755             wood                1
4551        22755             ribbon              1
4551        22755             sparkles            1
4552        22760             string              1
4552        22760             wood                1
4553        22765             string              1
4553        22765             wood                1
4554        22770             bronze              1
4554        22770             metal               1
4554        22770             string              1
4554        22770             wood                1
4554        22770             ribbon              1
4555        22775             string              1
4555        22775             wood                1
4556        22780             string              1
4556        22780             wood                1
4557        22785             metal               1
4557        22785             string              1
4557        22785             wood                1
4557        22785             ribbon              1
4557        22785             needles             1
4558        22790             string              1
4558        22790             wood                1
4559        22795             string              1
4559        22795             wood                1
4560        22800             bronze              1
4560        22800             metal               1
4560        22800             string              1
4560        22800             wood                1
4560        22800             ribbon              1
4561        22805             string              1
4561        22805             wood                1
4562        22810             string              1
4562        22810             wood                1
4563        22815             metal               1
4563        22815             string              1
4563        22815             wood                1
4563        22815             ribbon              1
4564        22820             string              1
4564        22820             wood                1
4565        22825             string              1
4565        22825             wood                1
4566        22830             bronze              1
4566        22830             metal               1
4566        22830             string              1
4566        22830             wood                1
4566        22830             ribbon              1
4567        22835             string              1
4567        22835             wood                1
4568        22840             string              1
4568        22840             wood                1
4569        22845             metal               1
4569        22845             string              1
4569        22845             wood                1
4569        22845             ribbon              1
4569        22845             needles             1
4570        22850             string              1
4570        22850             wood                1
4571        22855             string              1
4571        22855             wood                1
4572        22860             bronze              1
4572        22860             metal               1
4572        22860             string              1
4572        22860             wood                1
4572        22860             ribbon              1
4573        22865             string              1
4573        22865             wood                1
4574        22870             string              1
4574        22870             wood                1
4575        22875             metal               1
4575        22875             string              1
4575        22875             wood                1
4575        22875             ribbon              1
4575        22875             sparkles            1
4576        22880             string              1
4576        22880             wood                1
4577        22885             string              1
4577        22885             wood                1
4578        22890             bronze              1
4578        22890             metal               1
4578        22890             string              1
4578        22890             wood                1
4578        22890             ribbon              1
4579        22895             string              1
4579        22895             wood                1
4580        22900             string              1
4580        22900             wood                1
4581        22905             metal               1
4581        22905             string              1
4581        22905             wood                1
4581        22905             ribbon              1
4581        22905             needles             1
4582        22910             string              1
4582        22910             wood                1
4583        22915             string              1
4583        22915             wood                1
4584        22920             bronze              1
4584        22920             metal               1
4584        22920             string              1
4584        22920             wood                1
4584        22920             ribbon              1
4585        22925             string              1
4585        22925             wood                1
4586        22930             string              1
4586        22930             wood                1
4587        22935             metal               1
4587        22935             string              1
4587        22935             wood                1
4587        22935             ribbon              1
4588        22940             string              1
4588        22940             wood                1
4589        22945             string              1
4589        22945             wood                1
4590        22950             bronze              1
4590        22950             metal               1
4590        22950             string              1
4590        22950             wood                1
4590        22950             ribbon              1
4591        22955             string              1
4591        22955             wood                1
4592        22960             string              1
4592        22960             wood                1
4593        22965             metal               1
4593        22965             string              1
4593        22965             wood                1
4593        22965             ribbon              1
4593        22965             needles             1
4594        22970             string              1
4594        22970             wood                1
4595        22975             string              1
4595        22975             wood                1
4596        22980             bronze              1
4596        22980             metal               1
4596        22980             string              1
4596        22980             wood                1
4596        22980             ribbon              1
4597        22985             string              1
4597        22985             wood                1
4598        22990             string              1
4598        22990             wood                1
4599        22995             metal               1
4599        22995             string              1
4599        22995             wood                1
4599        22995             ribbon              1
4599        22995             sparkles            1
4600        23000             string              1
4600        23000             wood                1
4601        23005             string              1
4601        23005             wood                1
4602        23010             bronze              1
4602        23010             metal               1
4602        23010             string              1
4602        23010             wood                1
4602        23010             ribbon              1
4603        23015             string              1
4603        23015             wood                1
4604        23020             string              1
4604        23020             wood                1
4605        23025             metal               1
4605        23025             string              1
4605        23025             wood                1
4605        23025             ribbon              1
4605        23025             needles             1
4606        23030             string              1
4606        23030             wood                1
4607        23035             string              1
4607        23035             wood                1
4608        23040             bronze              1
4608        23040             metal               1
4608        23040             string              1
4608        23040             wood                1
4608        23040             ribbon              1
4609        23045             string              1
4609        23045             wood                1
4610        23050             string              1
4610        23050             wood                1
4611        23055             metal               1
4611        23055             string              1
4611        23055             wood                1
4611        23055             ribbon              1
4612        23060             string              1
4612        23060             wood                1
4613        23065             string              1
4613        23065             wood                1
4614        23070             bronze              1
4614        23070             metal               1
4614        23070             string              1
4614        23070             wood                1
4614        23070             ribbon              1
4615        23075             string              1
4615        23075             wood                1
4616        23080             string              1
4616        23080             wood                1
4617        23085             metal               1
4617        23085             string              1
4617        23085             wood                1
4617        23085             ribbon              1
4617        23085             needles             1
4618        23090             string              1
4618        23090             wood                1
4619        23095             string              1
4619        23095             wood                1
4620        23100             bronze              1
4620        23100             metal               1
4620        23100             string              1
4620        23100             wood                1
4620        23100             ribbon              1
4621        23105             string              1
4621        23105             wood                1
4622        23110             string              1
4622        23110             wood                1
4623        23115             metal               1
4623        23115             string              1
4623        23115             wood                1
4623        23115             ribbon              1
4623        23115             sparkles            1
4624        23120             string              1
4624        23120             wood                1
4625        23125             string              1
4625        23125             wood                1
4626        23130             bronze              1
4626        23130             metal               1
4626        23130             string              1
4626        23130             wood                1
4626        23130             ribbon              1
4627        23135             string              1
4627        23135             wood                1
4628        23140             string              1
4628        23140             wood                1
4629        23145             metal               1
4629        23145             string              1
4629        23145             wood                1
4629        23145             ribbon              1
4629        23145             needles             1
4630        23150             string              1
4630        23150             wood                1
4631        23155             string              1
4631        23155             wood                1
4632        23160             bronze              1
4632        23160             metal               1
4632        23160             string              1
4632        23160             wood                1
4632        23160             ribbon              1
4633        23165             string              1
4633        23165             wood                1
4634        23170             string              1
4634        23170             wood                1
4635        23175             metal               1
4635        23175             string              1
4635        23175             wood                1
4635        23175             ribbon              1
4636        23180             string              1
4636        23180             wood                1
4637        23185             string              1
4637        23185             wood                1
4638        23190             bronze              1
4638        23190             metal               1
4638        23190             string              1
4638        23190             wood                1
4638        23190             ribbon              1
4639        23195             string              1
4639        23195             wood                1
4640        23200             string              1
4640        23200             wood                1
4641        23205             metal               1
4641        23205             string              1
4641        23205             wood                1
4641        23205             ribbon              1
4641        23205             needles             1
4642        23210             string              1
4642        23210             wood                1
4643        23215             string              1
4643        23215             wood                1
4644        23220             bronze              1
4644        23220             metal               1
4644        23220             string              1
4644        23220             wood                1
4644        23220             ribbon              1
4645        23225             string              1
4645        23225             wood                1
4646        23230             string              1
4646        23230             wood                1
4647        23235             metal               1
4647        23235             string              1
4647        23235             wood                1
4647        23235             ribbon              1
4647        23235             sparkles            1
4648        23240             string              1
4648        23240             wood                1
4649        23245             string              1
4649        23245             wood                1
4650        23250             bronze              1
4650        23250             metal               1
4650        23250             string              1
4650        23250             wood                1
4650        23250             ribbon              1
4651        23255             string              1
4651        23255             wood                1
4652        23260             string              1
4652        23260             wood                1
4653        23265             metal               1
4653        23265             string              1
4653        23265             wood                1
4653        23265             ribbon              1
4653        23265             needles             1
4654        23270             string              1
4654        23270             wood                1
4655        23275             string              1
4655        23275             wood                1
4656        23280             bronze              1
4656        23280             metal               1
4656        23280             string              1
4656        23280             wood                1
4656        23280             ribbon              1
4657        23285             string              1
4657        23285             wood                1
4658        23290             string              1
4658        23290             wood                1
4659        23295             metal               1
4659        23295             string              1
4659        23295             wood                1
4659        23295             ribbon              1
4660        23300             string              1
4660        23300             wood                1
4661        23305             string              1
4661        23305             wood                1
4662        23310             bronze              1
4662        23310             metal               1
4662        23310             string              1
4662        23310             wood                1
4662        23310             ribbon              1
4663        23315             string              1
4663        23315             wood                1
4664        23320             string              1
4664        23320             wood                1
4665        23325             metal               1
4665        23325             string              1
4665        23325             wood                1
4665        23325             ribbon              1
4665        23325             needles             1
4666        23330             string              1
4666        23330             wood                1
4667        23335             string              1
4667        23335             wood                1
4668        23340             bronze              1
4668        23340             metal               1
4668        23340             string              1
4668        23340             wood                1
4668        23340             ribbon              1
4669        23345             string              1
4669        23345             wood                1
4670        23350             string              1
4670        23350             wood                1
4671        23355             metal               1
4671        23355             string              1
4671        23355             wood                1
4671        23355             ribbon              1
4671        23355             sparkles            1
4672        23360             string              1
4672        23360             wood                1
4673        23365             string              1
4673        23365             wood                1
4674        23370             bronze              1
4674        23370             metal               1
4674        23370             string              1
4674        23370             wood                1
4674        23370             ribbon              1
4675        23375             string              1
4675        23375             wood                1
4676        23380             string              1
4676        23380             wood                1
4677        23385             metal               1
4677        23385             string              1
4677        23385             wood                1
4677        23385             ribbon              1
4677        23385             needles             1
4678        23390             string              1
4678        23390             wood                1
4679        23395             string              1
4679        23395             wood                1
4680        23400             bronze              1
4680        23400             metal               1
4680        23400             string              1
4680        23400             wood                1
4680        23400             ribbon              1
4681        23405             string              1
4681        23405             wood                1
4682        23410             string              1
4682        23410             wood                1
4683        23415             metal               1
4683        23415             string              1
4683        23415             wood                1
4683        23415             ribbon              1
4684        23420             string              1
4684        23420             wood                1
4685        23425             string              1
4685        23425             wood                1
4686        23430             bronze              1
4686        23430             metal               1
4686        23430             string              1
4686        23430             wood                1
4686        23430             ribbon              1
4687        23435             string              1
4687        23435             wood                1
4688        23440             string              1
4688        23440             wood                1
4689        23445             metal               1
4689        23445             string              1
4689        23445             wood                1
4689        23445             ribbon              1
4689        23445             needles             1
4690        23450             string              1
4690        23450             wood                1
4691        23455             string              1
4691        23455             wood                1
4692        23460             bronze              1
4692        23460             metal               1
4692        23460             string              1
4692        23460             wood                1
4692        23460             ribbon              1
4693        23465             string              1
4693        23465             wood                1
4694        23470             string              1
4694        23470             wood                1
4695        23475             metal               1
4695        23475             string              1
4695        23475             wood                1
4695        23475             ribbon              1
4695        23475             sparkles            1
4696        23480             string              1
4696        23480             wood                1
4697        23485             string              1
4697        23485             wood                1
4698        23490             bronze              1
4698        23490             metal               1
4698        23490             string              1
4698        23490             wood                1
4698        23490             ribbon              1
4699        23495             string              1
4699        23495             wood                1
4700        23500             string              1
4700        23500             wood                1
4701        23505             metal               1
4701        23505             string              1
4701        23505             wood                1
4701        23505             ribbon              1
4701        23505             needles             1
4702        23510             string              1
4702        23510             wood                1
4703        23515             string              1
4703        23515             wood                1
4704        23520             bronze              1
4704        23520             metal               1
4704        23520             string              1
4704        23520             wood                1
4704        23520             ribbon              1
4705        23525             string              1
4705        23525             wood                1
4706        23530             string              1
4706        23530             wood                1
4707        23535             metal               1
4707        23535             string              1
4707        23535             wood                1
4707        23535             ribbon              1
4708        23540             string              1
4708        23540             wood                1
4709        23545             string              1
4709        23545             wood                1
4710        23550             bronze              1
4710        23550             metal               1
4710        23550             string              1
4710        23550             wood                1
4710        23550             ribbon              1
4711        23555             string              1
4711        23555             wood                1
4712        23560             string              1
4712        23560             wood                1
4713        23565             metal               1
4713        23565             string              1
4713        23565             wood                1
4713        23565             ribbon              1
4713        23565             needles             1
4714        23570             string              1
4714        23570             wood                1
4715        23575             string              1
4715        23575             wood                1
4716        23580             bronze              1
4716        23580             metal               1
4716        23580             string              1
4716        23580             wood                1
4716        23580             ribbon              1
4717        23585             string              1
4717        23585             wood                1
4718        23590             string              1
4718        23590             wood                1
4719        23595             metal               1
4719        23595             string              1
4719        23595             wood                1
4719        23595             ribbon              1
4719        23595             sparkles            1
4720        23600             string              1
4720        23600             wood                1
4721        23605             string              1
4721        23605             wood                1
4722        23610             bronze              1
4722        23610             metal               1
4722        23610             string              1
4722        23610             wood                1
4722        23610             ribbon              1
4723        23615             string              1
4723        23615             wood                1
4724        23620             string              1
4724        23620             wood                1
4725        23625             metal               1
4725        23625             string              1
4725        23625             wood                1
4725        23625             ribbon              1
4725        23625             needles             1
4726        23630             string              1
4726        23630             wood                1
4727        23635             string              1
4727        23635             wood                1
4728        23640             bronze              1
4728        23640             metal               1
4728        23640             string              1
4728        23640             wood                1
4728        23640             ribbon              1
4729        23645             string              1
4729        23645             wood                1
4730        23650             string              1
4730        23650             wood                1
4731        23655             metal               1
4731        23655             string              1
4731        23655             wood                1
4731        23655             ribbon              1
4732        23660             string              1
4732        23660             wood                1
4733        23665             string              1
4733        23665             wood                1
4734        23670             bronze              1
4734        23670             metal               1
4734        23670             string              1
4734        23670             wood                1
4734        23670             ribbon              1
4735        23675             string              1
4735        23675             wood                1
4736        23680             string              1
4736        23680             wood                1
4737        23685             metal               1
4737        23685             string              1
4737        23685             wood                1
4737        23685             ribbon              1
4737        23685             needles             1
4738        23690             string              1
4738        23690             wood                1
4739        23695             string              1
4739        23695             wood                1
4740        23700             bronze              1
4740        23700             metal               1
4740        23700             string              1
4740        23700             wood                1
4740        23700             ribbon              1
4741        23705             string              1
4741        23705             wood                1
4742        23710             string              1
4742        23710             wood                1
4743        23715             metal               1
4743        23715             string              1
4743        23715             wood                1
4743        23715             ribbon              1
4743        23715             sparkles            1
4744        23720             string              1
4744        23720             wood                1
4745        23725             string              1
4745        23725             wood                1
4746        23730             bronze              1
4746        23730             metal               1
4746        23730             string              1
4746        23730             wood                1
4746        23730             ribbon              1
4747        23735             string              1
4747        23735             wood                1
4748        23740             string              1
4748        23740             wood                1
4749        23745             metal               1
4749        23745             string              1
4749        23745             wood                1
4749        23745             ribbon              1
4749        23745             needles             1
4750        23750             string              1
4750        23750             wood                1
4751        23755             string              1
4751        23755             wood                1
4752        23760             bronze              1
4752        23760             metal               1
4752        23760             string              1
4752        23760             wood                1
4752        23760             ribbon              1
4753        23765             string              1
4753        23765             wood                1
4754        23770             string              1
4754        23770             wood                1
4755        23775             metal               1
4755        23775             string              1
4755        23775             wood                1
4755        23775             ribbon              1
4756        23780             string              1
4756        23780             wood                1
4757        23785             string              1
4757        23785             wood                1
4758        23790             bronze              1
4758        23790             metal               1
4758        23790             string              1
4758        23790             wood                1
4758        23790             ribbon              1
4759        23795             string              1
4759        23795             wood                1
4760        23800             string              1
4760        23800             wood                1
4761        23805             metal               1
4761        23805             string              1
4761        23805             wood                1
4761        23805             ribbon              1
4761        23805             needles             1
4762        23810             string              1
4762        23810             wood                1
4763        23815             string              1
4763        23815             wood                1
4764        23820             bronze              1
4764        23820             metal               1
4764        23820             string              1
4764        23820             wood                1
4764        23820             ribbon              1
4765        23825             string              1
4765        23825             wood                1
